0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.640000000000000135e-05,0.000000000000000000e+00,7.879999999999999093e-05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.068000000000000218e-04,0.000000000000000000e+00,4.330160000000000259e-02,5.682000000000000939e-02,6.383239999999999748e-02,7.017279999999999351e-02,7.490159999999999874e-02,7.897559999999997915e-02,8.333119999999999417e-02,8.653239999999999543e-02,8.870560000000000944e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.436800000000000013e-03,4.311079999999999773e-02,6.954799999999999871e-02,8.772119999999999918e-02,9.896119999999999917e-02,1.091288000000000119e-01,1.165496000000000032e-01,1.235151999999999917e-01,1.287679999999999936e-01,1.359047999999999923e-01,1.392652000000000057e-01,1.410027999999999837e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.799999999999999946e-05,4.394719999999999183e-02,8.408000000000000196e-02,1.106728000000000017e-01,1.291240000000000165e-01,1.425575999999999788e-01,1.513024000000000036e-01,1.594563999999999981e-01,1.689016000000000128e-01,1.752251999999999976e-01,1.809715999999999825e-01,1.864275999999999989e-01,1.905980000000000174e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.461999999999999821e-03,8.201959999999999806e-02,1.202604000000000034e-01,1.434396000000000004e-01,1.618392000000000164e-01,1.739659999999999818e-01,1.893163999999999958e-01,1.983716000000000090e-01,2.074243999999999810e-01,2.162835999999999648e-01,2.202176000000000133e-01,2.269827999999999846e-01,2.315727999999999676e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000004e-05,3.709319999999999978e-02,1.108379999999999921e-01,1.463900000000000201e-01,1.739587999999999968e-01,1.933191999999999966e-01,2.081691999999999987e-01,2.212607999999999797e-01,2.319596000000000158e-01,2.400067999999999924e-01,2.480827999999999922e-01,2.567376000000000102e-01,2.627340000000000231e-01,2.668495999999999646e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.559999999999999621e-05,3.260000000000000094e-04,6.724680000000000935e-02,1.347660000000000247e-01,1.716263999999999845e-01,1.983020000000000060e-01,2.190224000000000060e-01,2.350359999999999949e-01,2.480080000000000062e-01,2.592088000000000170e-01,2.695811999999999653e-01,2.775960000000000094e-01,2.851631999999999501e-01,2.904647999999999675e-01,2.981628000000000056e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.414400000000000161e-03,9.476199999999999901e-02,1.555980000000000141e-01,1.924752000000000407e-01,2.211576000000000097e-01,2.418483999999999912e-01,2.583727999999999581e-01,2.721911999999999665e-01,2.825895999999999963e-01,2.924660000000000037e-01,3.017799999999999927e-01,3.085856000000000154e-01,3.170192000000000010e-01,3.220696000000000114e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.248399999999999987e-03,1.185432000000000013e-01,1.759959999999999858e-01,2.122908000000000017e-01,2.397648000000000001e-01,2.589923999999999560e-01,2.752512000000000292e-01,2.908963999999999439e-01,3.034088000000000340e-01,3.129156000000000160e-01,3.224048000000000469e-01,3.310823999999999989e-01,3.383960000000000301e-01,3.446116000000000179e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.519120000000000192e-02,1.330448000000000186e-01,1.902387999999999857e-01,2.281752000000000224e-01,2.556856000000000129e-01,2.754124000000000572e-01,2.955036000000000329e-01,3.094368000000000674e-01,3.218536000000000175e-01,3.330299999999999927e-01,3.431183999999999901e-01,3.507044000000000272e-01,3.576480000000000214e-01,3.637176000000000853e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000557e-06,3.926679999999999754e-02,1.507332000000000116e-01,2.049320000000000030e-01,2.408124000000000098e-01,2.694391999999999898e-01,2.920532000000000128e-01,3.093112000000000084e-01,3.239864000000000077e-01,3.370444000000000218e-01,3.483783999999999770e-01,3.578752000000000044e-01,3.680740000000000123e-01,3.736380000000000257e-01,3.818555999999999617e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.360000000000000023e-05,5.159720000000000278e-02,1.614483999999999919e-01,2.135592000000000046e-01,2.530368000000000062e-01,2.798479999999999857e-01,3.039895999999999709e-01,3.221168000000000364e-01,3.386687999999999921e-01,3.511636000000000202e-01,3.621779999999999999e-01,3.721559999999999313e-01,3.812848000000000348e-01,3.905012000000000483e-01,3.970348000000000210e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.623999999999999638e-04,5.485840000000000161e-02,1.723131999999999997e-01,2.247744000000000131e-01,2.641635999999999984e-01,2.914855999999999558e-01,3.128683999999999354e-01,3.334975999999999496e-01,3.503327999999999998e-01,3.640803999999999707e-01,3.751675999999999900e-01,3.863264000000000142e-01,3.945900000000000518e-01,4.040371999999999852e-01,4.109688000000000230e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.572000000000000368e-04,8.128680000000000627e-02,1.823407999999999973e-01,2.348831999999999864e-01,2.728084000000000064e-01,3.028616000000000086e-01,3.253127999999999576e-01,3.441368000000000205e-01,3.602667999999999981e-01,3.742855999999999961e-01,3.855235999999999663e-01,3.979775999999999869e-01,4.062832000000000110e-01,4.146872000000000336e-01,4.226600000000000357e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.375999999999999748e-04,9.149199999999999000e-02,1.872636000000000023e-01,2.437135999999999747e-01,2.819804000000000199e-01,3.098596000000000128e-01,3.344544000000000405e-01,3.533635999999999999e-01,3.691563999999999401e-01,3.836259999999999670e-01,3.969944000000000250e-01,4.072115999999999514e-01,4.170788000000000273e-01,4.267476000000000602e-01,4.336947999999999914e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.840000000000000504e-05,1.117103999999999875e-01,2.010244000000000197e-01,2.524192000000000102e-01,2.897567999999999810e-01,3.171624000000000110e-01,3.417452000000000822e-01,3.624912000000000134e-01,3.792327999999999810e-01,3.942187999999999803e-01,4.066724000000000450e-01,4.169443999999999928e-01,4.278300000000000436e-01,4.356599999999999917e-01,4.440492000000000328e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.519999999999999829e-05,1.091208000000000039e-01,2.025208000000000008e-01,2.595303999999999944e-01,2.960112000000000299e-01,3.277412000000000658e-01,3.503880000000000328e-01,3.690471999999999642e-01,3.872459999999999791e-01,4.015439999999999565e-01,4.136964000000000197e-01,4.249879999999999769e-01,4.354992000000000307e-01,4.442751999999999812e-01,4.534719999999999862e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.423199999999999920e-03,1.218612000000000029e-01,2.108295999999999781e-01,2.658127999999999602e-01,3.032599999999999740e-01,3.342252000000000001e-01,3.567523999999999695e-01,3.763775999999999788e-01,3.942508000000000123e-01,4.092255999999999672e-01,4.225624000000000047e-01,4.340347999999999984e-01,4.429915999999999854e-01,4.532343999999999817e-01,4.613016000000000338e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.767999999999999256e-04,1.302356000000000069e-01,2.148592000000000279e-01,2.682416000000000245e-01,3.085539999999999949e-01,3.388675999999999910e-01,3.629847999999999963e-01,3.840979999999999950e-01,4.005864000000000091e-01,4.166012000000000048e-01,4.292816000000000409e-01,4.408808000000000171e-01,4.505839999999999845e-01,4.602340000000000320e-01,4.688700000000000090e-01
